config,app,input,threads,run,time_s,status
clang-plain,tc,kron22,4,3,73.86603,ok
clang-plainje,tc,kron22,4,3,73.92146,ok
clang-chonk,tc,kron22,4,3,74.52958,ok
clang-plain,tc,kron22,4,4,73.83192,ok
clang-plainje,tc,kron22,4,4,73.90298,ok
clang-chonk,tc,kron22,4,4,74.55579,ok
clang-plain,tc,kron22,4,5,73.82654,ok
clang-plainje,tc,kron22,4,5,73.90722,ok
clang-chonk,tc,kron22,4,5,74.58570,ok
clang-plain,tc,kron22,4,6,73.92322,ok
clang-plainje,tc,kron22,4,6,73.90021,ok
clang-plain,bfs,kron22,4,1,0.03346,ok
clang-plainje,bfs,kron22,4,1,0.03417,ok
clang-chonk,bfs,kron22,4,1,0.03212,ok
clang-plain,bfs,kron22,4,2,0.03399,ok
clang-plainje,bfs,kron22,4,2,0.03412,ok
clang-chonk,bfs,kron22,4,2,0.03220,ok
clang-plain,bfs,kron22,4,3,0.03220,ok
clang-plainje,bfs,kron22,4,3,0.03421,ok
clang-chonk,bfs,kron22,4,3,0.03275,ok
clang-plain,bfs,kron22,4,4,0.03401,ok
clang-plainje,bfs,kron22,4,4,0.03286,ok
clang-chonk,bfs,kron22,4,4,0.03330,ok
clang-plain,bfs,kron22,4,5,0.03219,ok
clang-plainje,bfs,kron22,4,5,0.03301,ok
clang-chonk,bfs,kron22,4,5,0.03280,ok
clang-plain,bfs,kron22,4,6,0.03287,ok
clang-plainje,bfs,kron22,4,6,0.03407,ok
clang-chonk,bfs,kron22,4,6,0.03300,ok
clang-plain,bfs,kron22,4,7,0.03292,ok
clang-plainje,bfs,kron22,4,7,0.03425,ok
clang-chonk,bfs,kron22,4,7,0.03226,ok
clang-plain,bfs,kron22,4,8,0.03314,ok
clang-plainje,bfs,kron22,4,8,0.03209,ok
clang-chonk,bfs,kron22,4,8,0.03207,ok
clang-plain,bfs,kron22,4,9,0.03395,ok
clang-plainje,bfs,kron22,4,9,0.03410,ok
clang-chonk,bfs,kron22,4,9,0.03255,ok
clang-plain,bfs,kron22,4,10,0.03369,ok
clang-plainje,bfs,kron22,4,10,0.03355,ok
clang-chonk,bfs,kron22,4,10,0.03338,ok
clang-plain,cc,kron22,4,1,0.07022,ok
clang-plainje,cc,kron22,4,1,0.07007,ok
clang-chonk,cc,kron22,4,1,0.06641,ok
clang-plain,cc,kron22,4,2,0.06957,ok
clang-plainje,cc,kron22,4,2,0.06750,ok
clang-chonk,cc,kron22,4,2,0.07060,ok
clang-plain,cc,kron22,4,3,0.07040,ok
clang-plainje,cc,kron22,4,3,0.06863,ok
clang-chonk,cc,kron22,4,3,0.05882,ok
clang-plain,cc,kron22,4,4,0.06597,ok
clang-plainje,cc,kron22,4,4,0.05720,ok
clang-chonk,cc,kron22,4,4,0.05944,ok
clang-plain,cc,kron22,4,5,0.07046,ok
clang-plainje,cc,kron22,4,5,0.06948,ok
clang-chonk,cc,kron22,4,5,0.07148,ok
clang-plain,cc,kron22,4,6,0.07067,ok
clang-plainje,cc,kron22,4,6,0.06723,ok
clang-chonk,cc,kron22,4,6,0.06984,ok
clang-plain,cc,kron22,4,7,0.05962,ok
clang-plainje,cc,kron22,4,7,0.06626,ok
clang-chonk,cc,kron22,4,7,0.07075,ok
clang-plain,cc,kron22,4,8,0.07012,ok
clang-plainje,cc,kron22,4,8,0.07075,ok
clang-chonk,cc,kron22,4,8,0.07020,ok
clang-plain,cc,kron22,4,9,0.06925,ok
clang-plainje,cc,kron22,4,9,0.05657,ok
clang-chonk,cc,kron22,4,9,0.07128,ok
clang-plain,cc,kron22,4,10,0.06758,ok
clang-plainje,cc,kron22,4,10,0.07036,ok
clang-chonk,cc,kron22,4,10,0.07042,ok
clang-plain,pr,kron22,4,1,0.60529,ok
clang-plainje,pr,kron22,4,1,0.62736,ok
clang-chonk,pr,kron22,4,1,0.60268,ok
clang-plain,pr,kron22,4,2,0.56838,ok
clang-plainje,pr,kron22,4,2,0.65598,ok
clang-chonk,pr,kron22,4,2,0.55485,ok
clang-plain,pr,kron22,4,3,0.65471,ok
clang-plainje,pr,kron22,4,3,0.56679,ok
clang-chonk,pr,kron22,4,3,0.64827,ok
clang-plain,pr,kron22,4,4,0.53563,ok
clang-plainje,pr,kron22,4,4,0.61359,ok
clang-chonk,pr,kron22,4,4,0.63598,ok
clang-plain,pr,kron22,4,5,0.62927,ok
clang-plainje,pr,kron22,4,5,0.56720,ok
clang-chonk,pr,kron22,4,5,0.62209,ok
clang-plain,pr,kron22,4,6,0.57857,ok
clang-plainje,pr,kron22,4,6,0.61907,ok
clang-chonk,pr,kron22,4,6,0.56371,ok
clang-plain,pr,kron22,4,7,0.63844,ok
clang-plainje,pr,kron22,4,7,0.59170,ok
clang-chonk,pr,kron22,4,7,0.63868,ok
clang-plain,pr,kron22,4,8,0.56510,ok
clang-plainje,pr,kron22,4,8,0.62311,ok
clang-chonk,pr,kron22,4,8,0.57111,ok
clang-plain,pr,kron22,4,9,0.66696,ok
clang-plainje,pr,kron22,4,9,0.57177,ok
clang-chonk,pr,kron22,4,9,0.63878,ok
clang-plain,pr,kron22,4,10,0.54884,ok
clang-plainje,pr,kron22,4,10,0.59988,ok
clang-chonk,pr,kron22,4,10,0.58931,ok
clang-plain,bc,kron22,4,1,2.29847,ok
clang-plainje,bc,kron22,4,1,2.50764,ok
clang-chonk,bc,kron22,4,1,2.17433,ok
clang-plain,bc,kron22,4,2,2.29428,ok
clang-plainje,bc,kron22,4,2,2.21586,ok
clang-chonk,bc,kron22,4,2,2.23222,ok
clang-plain,bc,kron22,4,3,2.30208,ok
clang-plainje,bc,kron22,4,3,2.23284,ok
clang-chonk,bc,kron22,4,3,2.37833,ok
clang-plain,bc,kron22,4,4,2.34756,ok
clang-plainje,bc,kron22,4,4,2.61202,ok
clang-chonk,bc,kron22,4,4,2.55327,ok
clang-plain,bc,kron22,4,5,2.22753,ok
clang-plainje,bc,kron22,4,5,2.45388,ok
clang-chonk,bc,kron22,4,5,2.28900,ok
clang-plain,bc,kron22,4,6,2.41104,ok
clang-plainje,bc,kron22,4,6,2.26644,ok
clang-chonk,bc,kron22,4,6,2.27336,ok
clang-plain,bc,kron22,4,7,2.29133,ok
clang-plainje,bc,kron22,4,7,2.57534,ok
clang-chonk,bc,kron22,4,7,2.36809,ok
clang-plain,bc,kron22,4,8,2.39496,ok
clang-plainje,bc,kron22,4,8,2.46026,ok
clang-chonk,bc,kron22,4,8,2.34208,ok
clang-plain,bc,kron22,4,9,2.21909,ok
clang-plainje,bc,kron22,4,9,2.48830,ok
clang-chonk,bc,kron22,4,9,2.55130,ok
clang-plain,bc,kron22,4,10,2.36836,ok
clang-plainje,bc,kron22,4,10,2.28253,ok
clang-chonk,bc,kron22,4,10,2.48970,ok
clang-plain,sssp,kron22,4,1,0.33288,ok
clang-plainje,sssp,kron22,4,1,0.32429,ok
clang-chonk,sssp,kron22,4,1,0.32561,ok
clang-plain,sssp,kron22,4,2,0.32859,ok
clang-plainje,sssp,kron22,4,2,0.36133,ok
clang-chonk,sssp,kron22,4,2,0.32389,ok
clang-plain,sssp,kron22,4,3,0.33071,ok
clang-plainje,sssp,kron22,4,3,0.33364,ok
clang-chonk,sssp,kron22,4,3,0.32491,ok
clang-plain,sssp,kron22,4,4,0.31030,ok
clang-plainje,sssp,kron22,4,4,0.34324,ok
clang-chonk,sssp,kron22,4,4,0.33995,ok
clang-plain,sssp,kron22,4,5,0.35114,ok
clang-plainje,sssp,kron22,4,5,0.32920,ok
clang-chonk,sssp,kron22,4,5,0.32865,ok
clang-plain,sssp,kron22,4,6,0.33341,ok
clang-plainje,sssp,kron22,4,6,0.34772,ok
clang-chonk,sssp,kron22,4,6,0.37945,ok
clang-plain,sssp,kron22,4,7,0.31816,ok
clang-plainje,sssp,kron22,4,7,0.33503,ok
clang-chonk,sssp,kron22,4,7,0.33234,ok
clang-plain,sssp,kron22,4,8,0.34073,ok
clang-plainje,sssp,kron22,4,8,0.35266,ok
clang-chonk,sssp,kron22,4,8,0.33813,ok
clang-plain,sssp,kron22,4,9,0.34218,ok
clang-plainje,sssp,kron22,4,9,0.32688,ok
clang-chonk,sssp,kron22,4,9,0.31983,ok
clang-plain,sssp,kron22,4,10,0.27049,ok
clang-plainje,sssp,kron22,4,10,0.31973,ok
clang-chonk,sssp,kron22,4,10,0.34857,ok
clang-plain,tc,kron22,4,1,19.69989,ok
clang-plainje,tc,kron22,4,1,19.70863,ok
clang-chonk,tc,kron22,4,1,19.55950,ok
clang-plain,tc,kron22,4,2,19.81345,ok
clang-plainje,tc,kron22,4,2,19.84019,ok
clang-chonk,tc,kron22,4,2,19.73716,ok
clang-plain,tc,kron22,4,3,19.72034,ok
clang-plainje,tc,kron22,4,3,19.80435,ok
clang-chonk,tc,kron22,4,3,19.74817,ok
clang-plain,tc,kron22,4,4,19.82451,ok
clang-plainje,tc,kron22,4,4,19.71703,ok
clang-chonk,tc,kron22,4,4,19.72587,ok
clang-plain,tc,kron22,4,5,19.75653,ok
clang-plainje,tc,kron22,4,5,19.86105,ok
clang-chonk,tc,kron22,4,5,19.84608,ok
clang-plain,tc,kron22,4,6,19.78930,ok
clang-plainje,tc,kron22,4,6,19.77300,ok
clang-chonk,tc,kron22,4,6,19.55438,ok
clang-plain,tc,kron22,4,7,19.80647,ok
clang-plainje,tc,kron22,4,7,19.49461,ok
clang-chonk,tc,kron22,4,7,19.61309,ok
clang-plain,tc,kron22,4,8,19.60927,ok
clang-plainje,tc,kron22,4,8,19.80738,ok
clang-chonk,tc,kron22,4,8,19.74298,ok
clang-plain,tc,kron22,4,9,19.77144,ok
clang-plainje,tc,kron22,4,9,19.85362,ok
clang-chonk,tc,kron22,4,9,19.78508,ok
clang-plain,tc,kron22,4,10,19.56940,ok
clang-plainje,tc,kron22,4,10,19.69139,ok
clang-chonk,tc,kron22,4,10,19.78896,ok
