config,app,input,threads,run,time_s,status
clang-chonk,pr,kron24,16,4,0.71300,ok
clang-plain,pr,kron24,16,5,0.72677,ok
clang-plainje,pr,kron24,16,5,0.66726,ok
clang-chonk,pr,kron24,16,5,0.80367,ok
clang-plain,pr,kron24,16,6,0.64845,ok
clang-plainje,pr,kron24,16,6,0.68582,ok
clang-chonk,pr,kron24,16,6,0.64785,ok
clang-plain,pr,kron24,16,7,0.78339,ok
clang-plainje,pr,kron24,16,7,0.67747,ok
clang-chonk,pr,kron24,16,7,0.72020,ok
clang-plain,pr,kron24,16,8,0.67163,ok
clang-plainje,pr,kron24,16,8,0.74295,ok
clang-chonk,pr,kron24,16,8,0.69826,ok
clang-plain,pr,kron24,16,9,0.80528,ok
clang-plainje,pr,kron24,16,9,0.77125,ok
clang-chonk,pr,kron24,16,9,0.71010,ok
clang-plain,pr,kron24,16,10,0.78230,ok
clang-plainje,pr,kron24,16,10,0.68329,ok
clang-chonk,pr,kron24,16,10,0.72706,ok
clang-plain,cc,kron24,16,1,0.07019,ok
clang-plainje,cc,kron24,16,1,0.07778,ok
clang-chonk,cc,kron24,16,1,0.07677,ok
clang-plain,cc,kron24,16,2,0.07890,ok
clang-plainje,cc,kron24,16,2,0.07717,ok
clang-chonk,cc,kron24,16,2,0.07882,ok
clang-plain,cc,kron24,16,3,0.07592,ok
clang-plainje,cc,kron24,16,3,0.07518,ok
clang-chonk,cc,kron24,16,3,0.07920,ok
clang-plain,cc,kron24,16,4,0.07404,ok
clang-plainje,cc,kron24,16,4,0.07834,ok
clang-chonk,cc,kron24,16,4,0.06939,ok
clang-plain,cc,kron24,16,5,0.07705,ok
clang-plainje,cc,kron24,16,5,0.07609,ok
clang-chonk,cc,kron24,16,5,0.07851,ok
clang-plain,cc,kron24,16,6,0.07778,ok
clang-plainje,cc,kron24,16,6,0.07731,ok
clang-chonk,cc,kron24,16,6,0.07952,ok
clang-plain,cc,kron24,16,7,0.07826,ok
clang-plainje,cc,kron24,16,7,0.07475,ok
clang-chonk,cc,kron24,16,7,0.07389,ok
clang-plain,cc,kron24,16,8,0.07523,ok
clang-plainje,cc,kron24,16,8,0.07364,ok
clang-chonk,cc,kron24,16,8,0.07929,ok
clang-plain,cc,kron24,16,9,0.07605,ok
clang-plainje,cc,kron24,16,9,0.07603,ok
clang-chonk,cc,kron24,16,9,0.07678,ok
clang-plain,cc,kron24,16,10,0.07303,ok
clang-plainje,cc,kron24,16,10,0.07686,ok
clang-chonk,cc,kron24,16,10,0.07628,ok
