config,app,input,threads,run,time_s,status
clang-plain,bc,kron22,16,3,14.09260,ok
clang-plainje,bc,kron22,16,3,14.20161,ok
clang-chonk,bc,kron22,16,3,14.03114,ok
clang-plain,bc,kron22,16,4,14.06273,ok
clang-plainje,bc,kron22,16,4,14.01292,ok
clang-chonk,bc,kron22,16,4,14.18867,ok
clang-plain,bc,kron22,16,5,13.95765,ok
clang-plainje,bc,kron22,16,5,14.32274,ok
clang-chonk,bc,kron22,16,5,14.20888,ok
clang-plain,sssp,kron22,16,1,1.71493,ok
clang-plainje,sssp,kron22,16,1,1.69006,ok
clang-chonk,sssp,kron22,16,1,1.69861,ok
clang-plain,sssp,kron22,16,2,1.69647,ok
clang-plainje,sssp,kron22,16,2,1.69464,ok
clang-chonk,sssp,kron22,16,2,1.69988,ok
clang-plain,sssp,kron22,16,3,1.61956,ok
clang-plainje,sssp,kron22,16,3,1.65829,ok
clang-chonk,sssp,kron22,16,3,1.63199,ok
clang-plain,sssp,kron22,16,4,1.68774,ok
clang-plainje,sssp,kron22,16,4,1.69175,ok
clang-chonk,sssp,kron22,16,4,1.60859,ok
clang-plain,sssp,kron22,16,5,1.67688,ok
clang-plainje,sssp,kron22,16,5,1.71688,ok
clang-chonk,sssp,kron22,16,5,1.61917,ok
clang-plain,tc,kron22,16,1,109.10633,ok
clang-plainje,tc,kron22,16,1,107.78748,ok
clang-chonk,tc,kron22,16,1,106.76312,ok
clang-plain,tc,kron22,16,2,107.74591,ok
clang-plainje,tc,kron22,16,2,107.75669,ok
clang-chonk,tc,kron22,16,2,107.58708,ok
clang-plain,tc,kron22,16,3,109.28800,ok
clang-plainje,tc,kron22,16,3,109.23515,ok
clang-chonk,tc,kron22,16,3,105.93049,ok
clang-plain,tc,kron22,16,4,109.42431,ok
clang-plainje,tc,kron22,16,4,109.03927,ok
clang-chonk,tc,kron22,16,4,106.00692,ok
clang-plain,tc,kron22,16,5,107.74424,ok
clang-plainje,tc,kron22,16,5,107.87153,ok
clang-chonk,tc,kron22,16,5,106.82481,ok
clang-plain,bfs,kron22,16,1,0.09368,ok
clang-plainje,bfs,kron22,16,1,0.09318,ok
clang-chonk,bfs,kron22,16,1,0.09575,ok
clang-plain,bfs,kron22,16,2,0.09703,ok
clang-plainje,bfs,kron22,16,2,0.09325,ok
clang-chonk,bfs,kron22,16,2,0.09530,ok
clang-plain,bfs,kron22,16,3,0.09320,ok
clang-plainje,bfs,kron22,16,3,0.09321,ok
clang-chonk,bfs,kron22,16,3,0.09537,ok
clang-plain,bfs,kron22,16,4,0.09315,ok
clang-plainje,bfs,kron22,16,4,0.09700,ok
clang-chonk,bfs,kron22,16,4,0.09548,ok
clang-plain,bfs,kron22,16,5,0.09328,ok
clang-plainje,bfs,kron22,16,5,0.09332,ok
clang-chonk,bfs,kron22,16,5,0.09574,ok
clang-plain,bfs,kron22,16,6,0.09743,ok
clang-plainje,bfs,kron22,16,6,0.09342,ok
clang-chonk,bfs,kron22,16,6,0.09868,ok
clang-plain,bfs,kron22,16,7,0.09805,ok
clang-plainje,bfs,kron22,16,7,0.09501,ok
clang-chonk,bfs,kron22,16,7,0.09930,ok
clang-plain,bfs,kron22,16,8,0.09351,ok
clang-plainje,bfs,kron22,16,8,0.09593,ok
clang-chonk,bfs,kron22,16,8,0.09772,ok
clang-plain,bfs,kron22,16,9,0.09487,ok
clang-plainje,bfs,kron22,16,9,0.09712,ok
clang-chonk,bfs,kron22,16,9,0.09559,ok
clang-plain,bfs,kron22,16,10,0.09447,ok
clang-plainje,bfs,kron22,16,10,0.09828,ok
clang-chonk,bfs,kron22,16,10,0.09684,ok
clang-plain,cc,kron22,16,1,0.17101,ok
clang-plainje,cc,kron22,16,1,0.16012,ok
clang-chonk,cc,kron22,16,1,0.15408,ok
clang-plain,cc,kron22,16,2,0.16659,ok
clang-plainje,cc,kron22,16,2,0.17523,ok
clang-chonk,cc,kron22,16,2,0.15304,ok
clang-plain,cc,kron22,16,3,0.16094,ok
clang-plainje,cc,kron22,16,3,0.15479,ok
clang-chonk,cc,kron22,16,3,0.15412,ok
clang-plain,cc,kron22,16,4,0.15822,ok
clang-plainje,cc,kron22,16,4,0.15553,ok
clang-chonk,cc,kron22,16,4,0.15295,ok
clang-plain,cc,kron22,16,5,0.15567,ok
clang-plainje,cc,kron22,16,5,0.16531,ok
clang-chonk,cc,kron22,16,5,0.16869,ok
clang-plain,cc,kron22,16,6,0.17718,ok
clang-plainje,cc,kron22,16,6,0.15793,ok
clang-chonk,cc,kron22,16,6,0.16533,ok
clang-plain,cc,kron22,16,7,0.17571,ok
clang-plainje,cc,kron22,16,7,0.15517,ok
clang-chonk,cc,kron22,16,7,0.15871,ok
clang-plain,cc,kron22,16,8,0.15459,ok
clang-plainje,cc,kron22,16,8,0.17725,ok
clang-chonk,cc,kron22,16,8,0.15486,ok
clang-plain,cc,kron22,16,9,0.16716,ok
clang-plainje,cc,kron22,16,9,0.17495,ok
clang-chonk,cc,kron22,16,9,0.17467,ok
clang-plain,cc,kron22,16,10,0.15520,ok
clang-plainje,cc,kron22,16,10,0.16795,ok
clang-chonk,cc,kron22,16,10,0.17418,ok
clang-plain,pr,kron22,16,1,1.46888,ok
clang-plainje,pr,kron22,16,1,1.48136,ok
clang-chonk,pr,kron22,16,1,1.47015,ok
clang-plain,pr,kron22,16,2,1.47895,ok
clang-plainje,pr,kron22,16,2,1.48473,ok
clang-chonk,pr,kron22,16,2,1.48700,ok
clang-plain,pr,kron22,16,3,1.45479,ok
clang-plainje,pr,kron22,16,3,1.48800,ok
clang-chonk,pr,kron22,16,3,1.50131,ok
clang-plain,pr,kron22,16,4,1.46488,ok
clang-plainje,pr,kron22,16,4,1.44201,ok
clang-plain,bfs,kron22,16,1,0.10603,ok
clang-plainje,bfs,kron22,16,1,0.10504,ok
clang-chonk,bfs,kron22,16,1,0.10692,ok
clang-plain,bfs,kron22,16,1,0.09744,ok
clang-plainje,bfs,kron22,16,1,0.09435,ok
clang-chonk,bfs,kron22,16,1,0.09545,ok
clang-plain,bfs,kron22,16,2,0.09317,ok
clang-plainje,bfs,kron22,16,2,0.09577,ok
clang-chonk,bfs,kron22,16,2,0.09991,ok
clang-plain,bfs,kron22,16,3,0.09324,ok
clang-plainje,bfs,kron22,16,3,0.09355,ok
clang-chonk,bfs,kron22,16,3,0.09569,ok
clang-plain,bfs,kron22,16,4,0.09608,ok
clang-plainje,bfs,kron22,16,4,0.09784,ok
clang-chonk,bfs,kron22,16,4,0.09662,ok
clang-plain,bfs,kron22,16,5,0.09668,ok
clang-plainje,bfs,kron22,16,5,0.09344,ok
clang-chonk,bfs,kron22,16,5,0.09771,ok
clang-plain,bfs,kron22,16,6,0.09332,ok
clang-plainje,bfs,kron22,16,6,0.09484,ok
clang-chonk,bfs,kron22,16,6,0.09550,ok
clang-plain,bfs,kron22,16,7,0.09349,ok
clang-plainje,bfs,kron22,16,7,0.09637,ok
clang-chonk,bfs,kron22,16,7,0.09550,ok
clang-plain,bfs,kron22,16,8,0.09500,ok
clang-plainje,bfs,kron22,16,8,0.09735,ok
clang-chonk,bfs,kron22,16,8,0.09555,ok
clang-plain,bfs,kron22,16,9,0.09614,ok
clang-plainje,bfs,kron22,16,9,0.09580,ok
clang-chonk,bfs,kron22,16,9,0.09624,ok
clang-plain,bfs,kron22,16,10,0.09321,ok
clang-plainje,bfs,kron22,16,10,0.09441,ok
clang-chonk,bfs,kron22,16,10,0.09880,ok
clang-plain,cc,kron22,16,1,0.15459,ok
clang-plainje,cc,kron22,16,1,0.15971,ok
clang-chonk,cc,kron22,16,1,0.15306,ok
clang-plain,cc,kron22,16,2,0.17770,ok
clang-plainje,cc,kron22,16,2,0.15519,ok
clang-chonk,cc,kron22,16,2,0.16240,ok
clang-plain,cc,kron22,16,3,0.17344,ok
clang-plainje,cc,kron22,16,3,0.15527,ok
clang-chonk,cc,kron22,16,3,0.15811,ok
clang-plain,cc,kron22,16,4,0.16941,ok
clang-plainje,cc,kron22,16,4,0.17712,ok
clang-chonk,cc,kron22,16,4,0.15381,ok
clang-plain,cc,kron22,16,5,0.16269,ok
clang-plainje,cc,kron22,16,5,0.17223,ok
clang-chonk,cc,kron22,16,5,0.17375,ok
clang-plain,cc,kron22,16,6,0.15493,ok
clang-plainje,cc,kron22,16,6,0.16612,ok
clang-chonk,cc,kron22,16,6,0.15307,ok
clang-plain,cc,kron22,16,7,0.15523,ok
clang-plainje,cc,kron22,16,7,0.15526,ok
clang-chonk,cc,kron22,16,7,0.15322,ok
clang-plain,cc,kron22,16,8,0.15522,ok
clang-plainje,cc,kron22,16,8,0.15473,ok
clang-chonk,cc,kron22,16,8,0.17031,ok
clang-plain,cc,kron22,16,9,0.15469,ok
clang-plainje,cc,kron22,16,9,0.15828,ok
clang-chonk,cc,kron22,16,9,0.16590,ok
clang-plain,cc,kron22,16,10,0.17522,ok
clang-plainje,cc,kron22,16,10,0.17671,ok
clang-chonk,cc,kron22,16,10,0.15340,ok
clang-plain,pr,kron22,16,1,1.49635,ok
clang-plainje,pr,kron22,16,1,1.50318,ok
clang-chonk,pr,kron22,16,1,1.50826,ok
clang-plain,pr,kron22,16,2,1.48869,ok
clang-plainje,pr,kron22,16,2,1.48694,ok
clang-chonk,pr,kron22,16,2,1.49887,ok
clang-plain,pr,kron22,16,3,1.45348,ok
clang-plainje,pr,kron22,16,3,1.49099,ok
clang-chonk,pr,kron22,16,3,1.45516,ok
clang-plain,pr,kron22,16,4,1.50141,ok
clang-plainje,pr,kron22,16,4,1.46402,ok
clang-chonk,pr,kron22,16,4,1.45510,ok
clang-plain,pr,kron22,16,5,1.44716,ok
clang-plainje,pr,kron22,16,5,1.52025,ok
clang-chonk,pr,kron22,16,5,1.45511,ok
clang-plain,pr,kron22,16,6,1.51232,ok
clang-plainje,pr,kron22,16,6,1.50349,ok
clang-chonk,pr,kron22,16,6,1.51359,ok
clang-plain,pr,kron22,16,7,1.44244,ok
clang-plainje,pr,kron22,16,7,1.44226,ok
clang-chonk,pr,kron22,16,7,1.53728,ok
clang-plain,pr,kron22,16,8,1.49690,ok
clang-plainje,pr,kron22,16,8,1.49764,ok
clang-chonk,pr,kron22,16,8,1.50539,ok
clang-plain,pr,kron22,16,9,1.45350,ok
clang-plainje,pr,kron22,16,9,1.44982,ok
clang-chonk,pr,kron22,16,9,1.51284,ok
clang-plain,pr,kron22,16,10,1.49747,ok
clang-plainje,pr,kron22,16,10,1.44242,ok
clang-chonk,pr,kron22,16,10,1.51458,ok
clang-plain,bc,kron22,16,1,5.41985,ok
clang-plainje,bc,kron22,16,1,5.36311,ok
clang-chonk,bc,kron22,16,1,5.41915,ok
clang-plain,bc,kron22,16,2,5.39513,ok
clang-plainje,bc,kron22,16,2,5.35690,ok
clang-chonk,bc,kron22,16,2,5.40287,ok
clang-plain,bc,kron22,16,3,5.38429,ok
clang-plainje,bc,kron22,16,3,5.40242,ok
clang-chonk,bc,kron22,16,3,5.42199,ok
clang-plain,bc,kron22,16,4,5.36328,ok
clang-plainje,bc,kron22,16,4,5.40607,ok
clang-chonk,bc,kron22,16,4,5.42149,ok
clang-plain,bc,kron22,16,5,5.39955,ok
clang-plainje,bc,kron22,16,5,5.40117,ok
clang-chonk,bc,kron22,16,5,5.40080,ok
clang-plain,bc,kron22,16,6,5.34952,ok
clang-plainje,bc,kron22,16,6,5.38588,ok
clang-chonk,bc,kron22,16,6,5.39183,ok
clang-plain,bc,kron22,16,7,5.39697,ok
clang-plainje,bc,kron22,16,7,5.34750,ok
clang-chonk,bc,kron22,16,7,5.35654,ok
clang-plain,bc,kron22,16,8,5.41340,ok
clang-plainje,bc,kron22,16,8,5.38635,ok
clang-chonk,bc,kron22,16,8,5.40349,ok
clang-plain,bc,kron22,16,9,5.41166,ok
clang-plainje,bc,kron22,16,9,5.38567,ok
clang-chonk,bc,kron22,16,9,5.37078,ok
clang-plain,bc,kron22,16,10,5.39611,ok
clang-plainje,bc,kron22,16,10,5.39373,ok
clang-chonk,bc,kron22,16,10,5.39153,ok
clang-plain,sssp,kron22,16,1,0.60798,ok
clang-plainje,sssp,kron22,16,1,0.61978,ok
clang-chonk,sssp,kron22,16,1,0.60774,ok
clang-plain,sssp,kron22,16,2,0.60745,ok
clang-plainje,sssp,kron22,16,2,0.61210,ok
clang-chonk,sssp,kron22,16,2,0.60706,ok
clang-plain,sssp,kron22,16,3,0.61065,ok
clang-plainje,sssp,kron22,16,3,0.60740,ok
clang-chonk,sssp,kron22,16,3,0.61246,ok
clang-plain,sssp,kron22,16,4,0.61085,ok
clang-plainje,sssp,kron22,16,4,0.61191,ok
clang-chonk,sssp,kron22,16,4,0.60111,ok
clang-plain,sssp,kron22,16,5,0.60462,ok
clang-plainje,sssp,kron22,16,5,0.60727,ok
clang-chonk,sssp,kron22,16,5,0.61248,ok
clang-plain,sssp,kron22,16,6,0.60999,ok
clang-plainje,sssp,kron22,16,6,0.61448,ok
clang-chonk,sssp,kron22,16,6,0.61217,ok
clang-plain,sssp,kron22,16,7,0.62217,ok
clang-plainje,sssp,kron22,16,7,0.60760,ok
clang-chonk,sssp,kron22,16,7,0.60165,ok
clang-plain,sssp,kron22,16,8,0.61046,ok
clang-plainje,sssp,kron22,16,8,0.61208,ok
clang-chonk,sssp,kron22,16,8,0.60859,ok
clang-plain,sssp,kron22,16,9,0.62528,ok
clang-plainje,sssp,kron22,16,9,0.60561,ok
clang-chonk,sssp,kron22,16,9,0.60541,ok
clang-plain,sssp,kron22,16,10,0.61317,ok
clang-plainje,sssp,kron22,16,10,0.61462,ok
clang-chonk,sssp,kron22,16,10,0.60704,ok
clang-plain,tc,kron22,16,1,73.86070,ok
clang-plainje,tc,kron22,16,1,73.95386,ok
clang-chonk,tc,kron22,16,1,74.49975,ok
clang-plain,tc,kron22,16,2,73.93735,ok
clang-plainje,tc,kron22,16,2,73.81452,ok
clang-chonk,tc,kron22,16,2,74.60722,ok
clang-plain,tc,kron22,16,3,73.89169,ok
clang-plainje,tc,kron22,16,3,73.94994,ok
clang-chonk,tc,kron22,16,3,74.56232,ok
clang-plain,tc,kron22,16,4,73.90321,ok
clang-plainje,tc,kron22,16,4,73.89827,ok
clang-chonk,tc,kron22,16,4,74.51737,ok
clang-plain,tc,kron22,16,5,73.94210,ok
clang-plainje,tc,kron22,16,5,73.95800,ok
clang-chonk,tc,kron22,16,5,74.63540,ok
clang-plain,tc,kron22,16,6,73.88242,ok
clang-plainje,tc,kron22,16,6,73.90811,ok
clang-chonk,tc,kron22,16,6,74.59051,ok
clang-plain,tc,kron22,16,7,73.86512,ok
clang-plainje,tc,kron22,16,7,73.87807,ok
clang-chonk,tc,kron22,16,7,74.61314,ok
clang-plain,tc,kron22,16,8,73.88690,ok
clang-plainje,tc,kron22,16,8,73.92205,ok
clang-chonk,tc,kron22,16,8,74.60880,ok
clang-plain,tc,kron22,16,9,73.88441,ok
clang-plainje,tc,kron22,16,9,73.95841,ok
clang-chonk,tc,kron22,16,9,74.51493,ok
clang-plain,tc,kron22,16,10,73.84920,ok
clang-plainje,tc,kron22,16,10,73.94734,ok
clang-chonk,tc,kron22,16,10,74.58363,ok
clang-plain,bfs,kron22,16,1,0.10494,ok
clang-plainje,bfs,kron22,16,1,0.10506,ok
clang-chonk,bfs,kron22,16,1,0.10707,ok
clang-plain,bfs,kron22,16,1,0.01110,ok
clang-plainje,bfs,kron22,16,1,0.01212,ok
clang-chonk,bfs,kron22,16,1,0.01125,ok
clang-plain,bfs,kron22,16,2,0.01195,ok
clang-plainje,bfs,kron22,16,2,0.01132,ok
clang-chonk,bfs,kron22,16,2,0.01115,ok
clang-plain,bfs,kron22,16,3,0.01185,ok
clang-plainje,bfs,kron22,16,3,0.01199,ok
clang-chonk,bfs,kron22,16,3,0.01086,ok
clang-plain,bfs,kron22,16,4,0.01179,ok
clang-plainje,bfs,kron22,16,4,0.01114,ok
clang-chonk,bfs,kron22,16,4,0.01151,ok
clang-plain,bfs,kron22,16,5,0.01140,ok
clang-plainje,bfs,kron22,16,5,0.01270,ok
clang-chonk,bfs,kron22,16,5,0.01113,ok
clang-plain,bfs,kron22,16,6,0.01140,ok
clang-plainje,bfs,kron22,16,6,0.01179,ok
clang-chonk,bfs,kron22,16,6,0.01093,ok
clang-plain,bfs,kron22,16,7,0.01178,ok
clang-plainje,bfs,kron22,16,7,0.01198,ok
clang-chonk,bfs,kron22,16,7,0.01104,ok
clang-plain,bfs,kron22,16,8,0.01116,ok
clang-plainje,bfs,kron22,16,8,0.01157,ok
clang-chonk,bfs,kron22,16,8,0.01148,ok
clang-plain,bfs,kron22,16,9,0.01241,ok
clang-plainje,bfs,kron22,16,9,0.01105,ok
clang-chonk,bfs,kron22,16,9,0.01122,ok
clang-plain,bfs,kron22,16,10,0.01180,ok
clang-plainje,bfs,kron22,16,10,0.01115,ok
clang-chonk,bfs,kron22,16,10,0.01126,ok
clang-plain,cc,kron22,16,1,0.02044,ok
clang-plainje,cc,kron22,16,1,0.02075,ok
clang-chonk,cc,kron22,16,1,0.01955,ok
clang-plain,cc,kron22,16,2,0.02086,ok
clang-plainje,cc,kron22,16,2,0.01992,ok
clang-chonk,cc,kron22,16,2,0.02006,ok
clang-plain,cc,kron22,16,3,0.02020,ok
clang-plainje,cc,kron22,16,3,0.02017,ok
clang-chonk,cc,kron22,16,3,0.01955,ok
clang-plain,cc,kron22,16,4,0.02063,ok
clang-plainje,cc,kron22,16,4,0.01954,ok
clang-chonk,cc,kron22,16,4,0.01935,ok
clang-plain,cc,kron22,16,5,0.02060,ok
clang-plainje,cc,kron22,16,5,0.02058,ok
clang-chonk,cc,kron22,16,5,0.01950,ok
clang-plain,cc,kron22,16,6,0.02016,ok
clang-plainje,cc,kron22,16,6,0.02063,ok
clang-chonk,cc,kron22,16,6,0.02055,ok
clang-plain,cc,kron22,16,7,0.01968,ok
clang-plainje,cc,kron22,16,7,0.02074,ok
clang-chonk,cc,kron22,16,7,0.01953,ok
clang-plain,cc,kron22,16,8,0.01914,ok
clang-plainje,cc,kron22,16,8,0.01958,ok
clang-chonk,cc,kron22,16,8,0.01864,ok
clang-plain,cc,kron22,16,9,0.02055,ok
clang-plainje,cc,kron22,16,9,0.02052,ok
clang-chonk,cc,kron22,16,9,0.01945,ok
clang-plain,cc,kron22,16,10,0.02014,ok
clang-plainje,cc,kron22,16,10,0.02051,ok
clang-chonk,cc,kron22,16,10,0.01865,ok
clang-plain,pr,kron22,16,1,0.18355,ok
clang-plainje,pr,kron22,16,1,0.21592,ok
clang-chonk,pr,kron22,16,1,0.19567,ok
clang-plain,pr,kron22,16,2,0.20485,ok
clang-plainje,pr,kron22,16,2,0.22973,ok
clang-chonk,pr,kron22,16,2,0.18831,ok
clang-plain,pr,kron22,16,3,0.18573,ok
clang-plainje,pr,kron22,16,3,0.18221,ok
clang-chonk,pr,kron22,16,3,0.20597,ok
clang-plain,pr,kron22,16,4,0.20102,ok
clang-plainje,pr,kron22,16,4,0.18506,ok
clang-chonk,pr,kron22,16,4,0.19696,ok
clang-plain,pr,kron22,16,5,0.18145,ok
clang-plainje,pr,kron22,16,5,0.18508,ok
clang-chonk,pr,kron22,16,5,0.17984,ok
clang-plain,pr,kron22,16,6,0.21177,ok
clang-plainje,pr,kron22,16,6,0.18364,ok
clang-chonk,pr,kron22,16,6,0.20392,ok
clang-plain,pr,kron22,16,7,0.18337,ok
clang-plainje,pr,kron22,16,7,0.21117,ok
clang-chonk,pr,kron22,16,7,0.16755,ok
clang-plain,pr,kron22,16,8,0.16306,ok
clang-plainje,pr,kron22,16,8,0.18662,ok
clang-chonk,pr,kron22,16,8,0.19101,ok
clang-plain,pr,kron22,16,9,0.21985,ok
clang-plainje,pr,kron22,16,9,0.18575,ok
clang-chonk,pr,kron22,16,9,0.20701,ok
clang-plain,pr,kron22,16,10,0.20219,ok
clang-plainje,pr,kron22,16,10,0.18595,ok
clang-chonk,pr,kron22,16,10,0.20933,ok
clang-plain,bc,kron22,16,1,0.71758,ok
clang-plainje,bc,kron22,16,1,0.75957,ok
clang-chonk,bc,kron22,16,1,0.76120,ok
clang-plain,bc,kron22,16,2,0.70312,ok
clang-plainje,bc,kron22,16,2,0.71176,ok
clang-chonk,bc,kron22,16,2,0.73259,ok
clang-plain,bc,kron22,16,3,0.74310,ok
clang-plainje,bc,kron22,16,3,0.74966,ok
clang-chonk,bc,kron22,16,3,0.73520,ok
clang-plain,bc,kron22,16,4,0.75017,ok
clang-plainje,bc,kron22,16,4,0.66984,ok
clang-chonk,bc,kron22,16,4,0.73107,ok
clang-plain,bc,kron22,16,5,0.76222,ok
clang-plainje,bc,kron22,16,5,0.74214,ok
clang-chonk,bc,kron22,16,5,0.66581,ok
clang-plain,bc,kron22,16,6,0.72918,ok
clang-plainje,bc,kron22,16,6,0.78507,ok
clang-chonk,bc,kron22,16,6,0.75474,ok
clang-plain,bc,kron22,16,7,0.72053,ok
clang-plainje,bc,kron22,16,7,0.69227,ok
clang-chonk,bc,kron22,16,7,0.75384,ok
clang-plain,bc,kron22,16,8,0.76307,ok
clang-plainje,bc,kron22,16,8,0.73570,ok
clang-chonk,bc,kron22,16,8,0.66294,ok
clang-plain,bc,kron22,16,9,0.75368,ok
clang-plainje,bc,kron22,16,9,0.71749,ok
clang-chonk,bc,kron22,16,9,0.70934,ok
clang-plain,bc,kron22,16,10,0.75275,ok
clang-plainje,bc,kron22,16,10,0.68566,ok
clang-chonk,bc,kron22,16,10,0.76329,ok
clang-plain,sssp,kron22,16,1,0.11585,ok
clang-plainje,sssp,kron22,16,1,0.11544,ok
clang-chonk,sssp,kron22,16,1,0.12879,ok
clang-plain,sssp,kron22,16,2,0.11848,ok
clang-plainje,sssp,kron22,16,2,0.12644,ok
clang-chonk,sssp,kron22,16,2,0.11530,ok
clang-plain,sssp,kron22,16,3,0.12747,ok
clang-plainje,sssp,kron22,16,3,0.13155,ok
clang-chonk,sssp,kron22,16,3,0.12231,ok
clang-plain,sssp,kron22,16,4,0.12470,ok
clang-plainje,sssp,kron22,16,4,0.11650,ok
clang-chonk,sssp,kron22,16,4,0.11806,ok
clang-plain,sssp,kron22,16,5,0.13047,ok
clang-plainje,sssp,kron22,16,5,0.11878,ok
clang-chonk,sssp,kron22,16,5,0.11884,ok
clang-plain,sssp,kron22,16,6,0.13037,ok
clang-plainje,sssp,kron22,16,6,0.12002,ok
clang-chonk,sssp,kron22,16,6,0.12638,ok
clang-plain,sssp,kron22,16,7,0.12897,ok
clang-plainje,sssp,kron22,16,7,0.11418,ok
clang-chonk,sssp,kron22,16,7,0.12351,ok
clang-plain,sssp,kron22,16,8,0.12819,ok
clang-plainje,sssp,kron22,16,8,0.11718,ok
clang-chonk,sssp,kron22,16,8,0.12338,ok
clang-plain,sssp,kron22,16,9,0.12991,ok
clang-plainje,sssp,kron22,16,9,0.12820,ok
clang-chonk,sssp,kron22,16,9,0.12934,ok
clang-plain,sssp,kron22,16,10,0.12429,ok
clang-plainje,sssp,kron22,16,10,0.12583,ok
clang-chonk,sssp,kron22,16,10,0.12994,ok
clang-plain,tc,kron22,16,1,5.17673,ok
clang-plainje,tc,kron22,16,1,5.20901,ok
clang-chonk,tc,kron22,16,1,5.16338,ok
clang-plain,tc,kron22,16,2,5.16057,ok
clang-plainje,tc,kron22,16,2,5.13573,ok
clang-chonk,tc,kron22,16,2,5.10941,ok
clang-plain,tc,kron22,16,3,5.16853,ok
clang-plainje,tc,kron22,16,3,5.12175,ok
clang-chonk,tc,kron22,16,3,5.15761,ok
clang-plain,tc,kron22,16,4,5.16999,ok
clang-plainje,tc,kron22,16,4,5.15067,ok
