config,app,input,threads,run,time_s,status
clang-plain,bc,kron22,64,1,0.35358,ok
clang-plainje,bc,kron22,64,1,0.33419,ok
clang-chonk,bc,kron22,64,1,0.33257,ok
clang-plain,bc,kron22,64,2,0.35162,ok
clang-plainje,bc,kron22,64,2,0.34098,ok
clang-chonk,bc,kron22,64,2,0.34522,ok
clang-plain,bc,kron22,64,3,0.36327,ok
clang-plainje,bc,kron22,64,3,0.36363,ok
clang-chonk,bc,kron22,64,3,0.35860,ok
clang-plain,bc,kron22,64,4,0.35996,ok
clang-plainje,bc,kron22,64,4,0.34530,ok
clang-chonk,bc,kron22,64,4,0.36421,ok
clang-plain,bc,kron22,64,5,0.33738,ok
clang-plainje,bc,kron22,64,5,0.36237,ok
clang-chonk,bc,kron22,64,5,0.34849,ok
clang-plain,bc,kron22,64,6,0.34918,ok
clang-plainje,bc,kron22,64,6,0.35856,ok
clang-chonk,bc,kron22,64,6,0.34086,ok
clang-plain,bc,kron22,64,7,0.35803,ok
clang-plainje,bc,kron22,64,7,0.36559,ok
clang-chonk,bc,kron22,64,7,0.34477,ok
clang-plain,bc,kron22,64,8,0.35995,ok
clang-plainje,bc,kron22,64,8,0.34613,ok
clang-chonk,bc,kron22,64,8,0.34954,ok
clang-plain,bc,kron22,64,9,0.35642,ok
clang-plainje,bc,kron22,64,9,0.34115,ok
clang-chonk,bc,kron22,64,9,0.34286,ok
clang-plain,bc,kron22,64,10,0.35149,ok
clang-plainje,bc,kron22,64,10,0.35067,ok
clang-chonk,bc,kron22,64,10,0.35122,ok
clang-plain,sssp,kron22,64,1,0.09785,ok
clang-plainje,sssp,kron22,64,1,0.10089,ok
clang-chonk,sssp,kron22,64,1,0.09937,ok
clang-plain,sssp,kron22,64,2,0.09807,ok
clang-plainje,sssp,kron22,64,2,0.09512,ok
clang-chonk,sssp,kron22,64,2,0.08990,ok
clang-plain,sssp,kron22,64,3,0.09516,ok
clang-plainje,sssp,kron22,64,3,0.10264,ok
clang-chonk,sssp,kron22,64,3,0.10200,ok
clang-plain,sssp,kron22,64,4,0.09863,ok
clang-plainje,sssp,kron22,64,4,0.09261,ok
clang-chonk,sssp,kron22,64,4,0.09867,ok
clang-plain,sssp,kron22,64,5,0.08544,ok
clang-plainje,sssp,kron22,64,5,0.09798,ok
clang-chonk,sssp,kron22,64,5,0.09123,ok
clang-plain,sssp,kron22,64,6,0.10011,ok
clang-plainje,sssp,kron22,64,6,0.09655,ok
clang-chonk,sssp,kron22,64,6,0.09506,ok
clang-plain,sssp,kron22,64,7,0.10058,ok
clang-plainje,sssp,kron22,64,7,0.10341,ok
clang-chonk,sssp,kron22,64,7,0.09489,ok
clang-plain,sssp,kron22,64,8,0.10094,ok
clang-plainje,sssp,kron22,64,8,0.09680,ok
clang-chonk,sssp,kron22,64,8,0.09431,ok
clang-plain,sssp,kron22,64,9,0.09650,ok
clang-plainje,sssp,kron22,64,9,0.09747,ok
clang-chonk,sssp,kron22,64,9,0.09838,ok
clang-plain,sssp,kron22,64,10,0.09898,ok
clang-plainje,sssp,kron22,64,10,0.09345,ok
clang-chonk,sssp,kron22,64,10,0.09461,ok
clang-plain,tc,kron22,64,1,1.61506,ok
clang-plainje,tc,kron22,64,1,1.53346,ok
clang-chonk,tc,kron22,64,1,1.56194,ok
clang-plain,tc,kron22,64,2,1.58575,ok
clang-plainje,tc,kron22,64,2,1.58925,ok
clang-chonk,tc,kron22,64,2,1.52265,ok
clang-plain,tc,kron22,64,3,1.53494,ok
clang-plainje,tc,kron22,64,3,1.50432,ok
clang-chonk,tc,kron22,64,3,1.59907,ok
clang-plain,tc,kron22,64,4,1.57804,ok
clang-plainje,tc,kron22,64,4,1.52419,ok
clang-chonk,tc,kron22,64,4,1.52306,ok
clang-plain,tc,kron22,64,5,1.63886,ok
clang-plainje,tc,kron22,64,5,1.56819,ok
clang-chonk,tc,kron22,64,5,1.48333,ok
clang-plain,tc,kron22,64,6,1.53757,ok
clang-plainje,tc,kron22,64,6,1.61586,ok
clang-chonk,tc,kron22,64,6,1.54288,ok
clang-plain,tc,kron22,64,7,1.58307,ok
clang-plainje,tc,kron22,64,7,1.52929,ok
clang-chonk,tc,kron22,64,7,1.56349,ok
clang-plain,tc,kron22,64,8,1.54505,ok
clang-plainje,tc,kron22,64,8,1.55295,ok
clang-chonk,tc,kron22,64,8,1.54118,ok
clang-plain,tc,kron22,64,9,1.57839,ok
clang-plainje,tc,kron22,64,9,1.59903,ok
clang-chonk,tc,kron22,64,9,1.56252,ok
clang-plain,tc,kron22,64,10,1.59432,ok
clang-plainje,tc,kron22,64,10,1.55537,ok
clang-chonk,tc,kron22,64,10,1.62341,ok
clang-plain,cc,kron22,64,1,0.00938,ok
clang-plainje,cc,kron22,64,1,0.00907,ok
clang-chonk,cc,kron22,64,1,0.00928,ok
clang-plain,cc,kron22,64,2,0.00933,ok
clang-plainje,cc,kron22,64,2,0.00912,ok
clang-chonk,cc,kron22,64,2,0.00996,ok
clang-plain,cc,kron22,64,3,0.00981,ok
clang-plainje,cc,kron22,64,3,0.00910,ok
clang-chonk,cc,kron22,64,3,0.00946,ok
clang-plain,cc,kron22,64,4,0.00918,ok
clang-plainje,cc,kron22,64,4,0.00911,ok
clang-chonk,cc,kron22,64,4,0.00922,ok
clang-plain,cc,kron22,64,5,0.00893,ok
clang-plainje,cc,kron22,64,5,0.01031,ok
clang-chonk,cc,kron22,64,5,0.00894,ok
clang-plain,cc,kron22,64,6,0.00907,ok
clang-plainje,cc,kron22,64,6,0.00907,ok
clang-chonk,cc,kron22,64,6,0.00941,ok
clang-plain,cc,kron22,64,7,0.00961,ok
clang-plainje,cc,kron22,64,7,0.00900,ok
clang-chonk,cc,kron22,64,7,0.00899,ok
clang-plain,cc,kron22,64,8,0.01059,ok
clang-plainje,cc,kron22,64,8,0.00928,ok
clang-chonk,cc,kron22,64,8,0.00898,ok
clang-plain,cc,kron22,64,9,0.00891,ok
clang-plainje,cc,kron22,64,9,0.01084,ok
clang-chonk,cc,kron22,64,9,0.00903,ok
clang-plain,cc,kron22,64,10,0.00896,ok
clang-plainje,cc,kron22,64,10,0.00908,ok
clang-chonk,cc,kron22,64,10,0.00966,ok
clang-plain,cc,kron22,64,11,0.00935,ok
clang-plainje,cc,kron22,64,11,0.00917,ok
clang-chonk,cc,kron22,64,11,0.00924,ok
clang-plain,cc,kron22,64,12,0.01008,ok
clang-plainje,cc,kron22,64,12,0.00911,ok
clang-chonk,cc,kron22,64,12,0.00915,ok
clang-plain,cc,kron22,64,13,0.00890,ok
clang-plainje,cc,kron22,64,13,0.01075,ok
clang-chonk,cc,kron22,64,13,0.00924,ok
clang-plain,cc,kron22,64,14,0.00910,ok
clang-plainje,cc,kron22,64,14,0.00925,ok
clang-chonk,cc,kron22,64,14,0.00934,ok
clang-plain,cc,kron22,64,15,0.00928,ok
clang-plainje,cc,kron22,64,15,0.00914,ok
clang-chonk,cc,kron22,64,15,0.00926,ok
clang-plain,cc,kron22,64,16,0.00943,ok
clang-plainje,cc,kron22,64,16,0.00933,ok
clang-chonk,cc,kron22,64,16,0.00907,ok
clang-plain,cc,kron22,64,17,0.00875,ok
clang-plainje,cc,kron22,64,17,0.00916,ok
clang-chonk,cc,kron22,64,17,0.00937,ok
clang-plain,cc,kron22,64,18,0.00968,ok
clang-plainje,cc,kron22,64,18,0.00933,ok
clang-chonk,cc,kron22,64,18,0.00937,ok
clang-plain,cc,kron22,64,19,0.00945,ok
clang-plainje,cc,kron22,64,19,0.00905,ok
clang-chonk,cc,kron22,64,19,0.00897,ok
clang-plain,cc,kron22,64,20,0.00923,ok
clang-plainje,cc,kron22,64,20,0.00950,ok
clang-chonk,cc,kron22,64,20,0.00943,ok
clang-plain,cc,kron22,64,1,0.01076,ok
clang-plainje,cc,kron22,64,1,0.01426,ok
clang-chonk,cc,kron22,64,1,0.01134,ok
clang-plain,cc,kron22,64,2,0.02131,ok
clang-plainje,cc,kron22,64,2,0.01266,ok
clang-chonk,cc,kron22,64,2,0.01071,ok
clang-plain,cc,kron22,64,3,0.01708,ok
clang-plainje,cc,kron22,64,3,0.01427,ok
clang-chonk,cc,kron22,64,3,0.01112,ok
clang-plain,cc,kron22,64,4,0.01231,ok
clang-plainje,cc,kron22,64,4,0.01138,ok
clang-chonk,cc,kron22,64,4,0.01081,ok
clang-plain,cc,kron22,64,5,0.01798,ok
clang-plainje,cc,kron22,64,5,0.01188,ok
clang-chonk,cc,kron22,64,5,0.01194,ok
clang-plain,cc,kron22,64,6,0.01242,ok
clang-plainje,cc,kron22,64,6,0.02017,ok
clang-chonk,cc,kron22,64,6,0.01282,ok
clang-plain,cc,kron22,64,7,0.01490,ok
clang-plainje,cc,kron22,64,7,0.01718,ok
clang-chonk,cc,kron22,64,7,0.01126,ok
clang-plain,cc,kron22,64,8,0.01466,ok
clang-plainje,cc,kron22,64,8,0.01525,ok
clang-chonk,cc,kron22,64,8,0.01132,ok
clang-plain,cc,kron22,64,9,0.02231,ok
clang-plainje,cc,kron22,64,9,0.01237,ok
clang-chonk,cc,kron22,64,9,0.01772,ok
clang-plain,cc,kron22,64,10,0.01160,ok
clang-plainje,cc,kron22,64,10,0.01148,ok
clang-chonk,cc,kron22,64,10,0.02011,ok
clang-plain,cc,kron22,64,11,0.01424,ok
clang-plainje,cc,kron22,64,11,0.01169,ok
clang-chonk,cc,kron22,64,11,0.01831,ok
clang-plain,cc,kron22,64,12,0.01215,ok
clang-plainje,cc,kron22,64,12,0.01299,ok
clang-chonk,cc,kron22,64,12,0.01747,ok
clang-plain,cc,kron22,64,13,0.01248,ok
clang-plainje,cc,kron22,64,13,0.01180,ok
clang-chonk,cc,kron22,64,13,0.01333,ok
clang-plain,cc,kron22,64,14,0.01791,ok
clang-plainje,cc,kron22,64,14,0.01190,ok
clang-chonk,cc,kron22,64,14,0.01185,ok
clang-plain,cc,kron22,64,15,0.02426,ok
clang-plainje,cc,kron22,64,15,0.01477,ok
clang-chonk,cc,kron22,64,15,0.01099,ok
clang-plain,cc,kron22,64,16,0.01707,ok
clang-plainje,cc,kron22,64,16,0.01948,ok
clang-chonk,cc,kron22,64,16,0.01223,ok
clang-plain,cc,kron22,64,17,0.01685,ok
clang-plainje,cc,kron22,64,17,0.03074,ok
clang-chonk,cc,kron22,64,17,0.01600,ok
clang-plain,cc,kron22,64,18,0.01380,ok
clang-plainje,cc,kron22,64,18,0.01230,ok
clang-chonk,cc,kron22,64,18,0.01214,ok
clang-plain,cc,kron22,64,19,0.01337,ok
clang-plainje,cc,kron22,64,19,0.01306,ok
clang-chonk,cc,kron22,64,19,0.01128,ok
clang-plain,cc,kron22,64,20,0.01680,ok
clang-plainje,cc,kron22,64,20,0.02143,ok
clang-chonk,cc,kron22,64,20,0.02368,ok
clang-plain,bfs,kron22,64,1,0.00961,ok
clang-plainje,bfs,kron22,64,1,0.01194,ok
clang-chonk,bfs,kron22,64,1,0.01219,ok
clang-plain,bfs,kron22,64,2,0.01117,ok
clang-plainje,bfs,kron22,64,2,0.01007,ok
clang-chonk,bfs,kron22,64,2,0.00974,ok
clang-plain,bfs,kron22,64,3,0.00913,ok
clang-plainje,bfs,kron22,64,3,0.01022,ok
clang-chonk,bfs,kron22,64,3,0.01092,ok
clang-plain,bfs,kron22,64,4,0.01065,ok
clang-plainje,bfs,kron22,64,4,0.00956,ok
clang-chonk,bfs,kron22,64,4,0.00981,ok
clang-plain,bfs,kron22,64,5,0.01113,ok
clang-plainje,bfs,kron22,64,5,0.00953,ok
clang-chonk,bfs,kron22,64,5,0.00981,ok
clang-plain,bfs,kron22,64,6,0.01034,ok
clang-plainje,bfs,kron22,64,6,0.01130,ok
clang-chonk,bfs,kron22,64,6,0.01436,ok
clang-plain,bfs,kron22,64,7,0.01160,ok
clang-plainje,bfs,kron22,64,7,0.01124,ok
clang-chonk,bfs,kron22,64,7,0.01282,ok
clang-plain,bfs,kron22,64,8,0.01129,ok
clang-plainje,bfs,kron22,64,8,0.01077,ok
clang-chonk,bfs,kron22,64,8,0.01247,ok
clang-plain,bfs,kron22,64,9,0.01158,ok
clang-plainje,bfs,kron22,64,9,0.00990,ok
clang-chonk,bfs,kron22,64,9,0.01096,ok
clang-plain,bfs,kron22,64,10,0.01433,ok
clang-plainje,bfs,kron22,64,10,0.00937,ok
clang-chonk,bfs,kron22,64,10,0.01319,ok
clang-plain,cc,kron22,64,1,0.01305,ok
clang-plainje,cc,kron22,64,1,0.01748,ok
clang-chonk,cc,kron22,64,1,0.01223,ok
clang-plain,cc,kron22,64,2,0.01964,ok
clang-plainje,cc,kron22,64,2,0.01822,ok
clang-chonk,cc,kron22,64,2,0.01365,ok
clang-plain,cc,kron22,64,3,0.01632,ok
clang-plainje,cc,kron22,64,3,0.01165,ok
clang-chonk,cc,kron22,64,3,0.01276,ok
clang-plain,cc,kron22,64,4,0.01152,ok
clang-plainje,cc,kron22,64,4,0.01166,ok
clang-chonk,cc,kron22,64,4,0.01299,ok
clang-plain,cc,kron22,64,5,0.01508,ok
clang-plainje,cc,kron22,64,5,0.02126,ok
clang-chonk,cc,kron22,64,5,0.01895,ok
clang-plain,cc,kron22,64,6,0.01221,ok
clang-plainje,cc,kron22,64,6,0.01694,ok
clang-chonk,cc,kron22,64,6,0.02327,ok
clang-plain,cc,kron22,64,7,0.01136,ok
clang-plainje,cc,kron22,64,7,0.01405,ok
clang-chonk,cc,kron22,64,7,0.02033,ok
clang-plain,cc,kron22,64,8,0.01815,ok
clang-plainje,cc,kron22,64,8,0.02380,ok
clang-chonk,cc,kron22,64,8,0.01806,ok
clang-plain,cc,kron22,64,9,0.01552,ok
clang-plainje,cc,kron22,64,9,0.02040,ok
clang-chonk,cc,kron22,64,9,0.01213,ok
clang-plain,cc,kron22,64,10,0.01127,ok
clang-plainje,cc,kron22,64,10,0.01335,ok
clang-chonk,cc,kron22,64,10,0.01430,ok
clang-plain,bfs,kron22,64,1,0.00910,ok
clang-plainje,bfs,kron22,64,1,0.00886,ok
clang-chonk,bfs,kron22,64,1,0.01021,ok
clang-plain,bfs,kron22,64,2,0.01062,ok
clang-plainje,bfs,kron22,64,2,0.01431,ok
clang-chonk,bfs,kron22,64,2,0.01281,ok
clang-plain,bfs,kron22,64,3,0.01111,ok
clang-plainje,bfs,kron22,64,3,0.00955,ok
clang-chonk,bfs,kron22,64,3,0.00876,ok
clang-plain,bfs,kron22,64,4,0.00897,ok
clang-plainje,bfs,kron22,64,4,0.00908,ok
clang-chonk,bfs,kron22,64,4,0.01035,ok
clang-plain,bfs,kron22,64,5,0.01162,ok
clang-plainje,bfs,kron22,64,5,0.00993,ok
clang-chonk,bfs,kron22,64,5,0.01004,ok
clang-plain,bfs,kron22,64,6,0.01067,ok
clang-plainje,bfs,kron22,64,6,0.00981,ok
clang-chonk,bfs,kron22,64,6,0.00906,ok
clang-plain,bfs,kron22,64,7,0.00950,ok
clang-plainje,bfs,kron22,64,7,0.00834,ok
clang-chonk,bfs,kron22,64,7,0.00924,ok
clang-plain,bfs,kron22,64,8,0.00924,ok
clang-plainje,bfs,kron22,64,8,0.00783,ok
clang-chonk,bfs,kron22,64,8,0.00941,ok
clang-plain,bfs,kron22,64,9,0.00943,ok
clang-plainje,bfs,kron22,64,9,0.00794,ok
clang-chonk,bfs,kron22,64,9,0.01044,ok
clang-plain,bfs,kron22,64,10,0.00919,ok
clang-plainje,bfs,kron22,64,10,0.00859,ok
clang-chonk,bfs,kron22,64,10,0.00924,ok
clang-plain,bfs,kron22,64,11,0.01072,ok
clang-plainje,bfs,kron22,64,11,0.00830,ok
clang-chonk,bfs,kron22,64,11,0.00869,ok
clang-plain,bfs,kron22,64,12,0.00819,ok
clang-plainje,bfs,kron22,64,12,0.00907,ok
clang-chonk,bfs,kron22,64,12,0.00862,ok
clang-plain,bfs,kron22,64,13,0.00900,ok
clang-plainje,bfs,kron22,64,13,0.00864,ok
clang-chonk,bfs,kron22,64,13,0.01148,ok
clang-plain,bfs,kron22,64,14,0.00856,ok
clang-plainje,bfs,kron22,64,14,0.00847,ok
clang-chonk,bfs,kron22,64,14,0.00840,ok
clang-plain,bfs,kron22,64,15,0.01153,ok
clang-plainje,bfs,kron22,64,15,0.00995,ok
clang-chonk,bfs,kron22,64,15,0.00954,ok
clang-plain,bfs,kron22,64,16,0.00901,ok
clang-plainje,bfs,kron22,64,16,0.01046,ok
clang-chonk,bfs,kron22,64,16,0.00930,ok
clang-plain,bfs,kron22,64,17,0.01026,ok
clang-plainje,bfs,kron22,64,17,0.01128,ok
clang-chonk,bfs,kron22,64,17,0.00947,ok
clang-plain,bfs,kron22,64,18,0.00838,ok
clang-plainje,bfs,kron22,64,18,0.00990,ok
clang-chonk,bfs,kron22,64,18,0.00861,ok
clang-plain,bfs,kron22,64,19,0.01115,ok
clang-plainje,bfs,kron22,64,19,0.00917,ok
clang-chonk,bfs,kron22,64,19,0.00870,ok
clang-plain,bfs,kron22,64,20,0.00977,ok
clang-plainje,bfs,kron22,64,20,0.01010,ok
clang-chonk,bfs,kron22,64,20,0.00816,ok
clang-plain,bfs,kron22,64,21,0.00901,ok
clang-plainje,bfs,kron22,64,21,0.01025,ok
clang-chonk,bfs,kron22,64,21,0.00918,ok
clang-plain,bfs,kron22,64,22,0.01041,ok
clang-plainje,bfs,kron22,64,22,0.00902,ok
clang-chonk,bfs,kron22,64,22,0.01066,ok
clang-plain,bfs,kron22,64,23,0.00861,ok
clang-plainje,bfs,kron22,64,23,0.00948,ok
clang-chonk,bfs,kron22,64,23,0.01001,ok
clang-plain,bfs,kron22,64,24,0.00903,ok
clang-plainje,bfs,kron22,64,24,0.01033,ok
clang-chonk,bfs,kron22,64,24,0.01064,ok
clang-plain,bfs,kron22,64,25,0.00835,ok
clang-plainje,bfs,kron22,64,25,0.00996,ok
clang-chonk,bfs,kron22,64,25,0.00905,ok
clang-plain,bfs,kron22,64,26,0.01073,ok
clang-plainje,bfs,kron22,64,26,0.01174,ok
clang-chonk,bfs,kron22,64,26,0.00950,ok
clang-plain,bfs,kron22,64,27,0.00970,ok
clang-plainje,bfs,kron22,64,27,0.00826,ok
clang-chonk,bfs,kron22,64,27,0.00998,ok
clang-plain,bfs,kron22,64,28,0.00996,ok
clang-plainje,bfs,kron22,64,28,0.01150,ok
clang-chonk,bfs,kron22,64,28,0.00841,ok
clang-plain,bfs,kron22,64,29,0.00823,ok
clang-plainje,bfs,kron22,64,29,0.00899,ok
clang-chonk,bfs,kron22,64,29,0.00854,ok
clang-plain,bfs,kron22,64,30,0.01002,ok
clang-plainje,bfs,kron22,64,30,0.01236,ok
clang-chonk,bfs,kron22,64,30,0.00818,ok
clang-plain,bfs,kron22,64,31,0.01163,ok
clang-plainje,bfs,kron22,64,31,0.01033,ok
clang-chonk,bfs,kron22,64,31,0.00866,ok
clang-plain,bfs,kron22,64,32,0.00913,ok
clang-plainje,bfs,kron22,64,32,0.00903,ok
clang-chonk,bfs,kron22,64,32,0.00877,ok
clang-plain,bfs,kron22,64,33,0.00993,ok
clang-plainje,bfs,kron22,64,33,0.00942,ok
clang-chonk,bfs,kron22,64,33,0.00945,ok
clang-plain,bfs,kron22,64,34,0.00890,ok
clang-plainje,bfs,kron22,64,34,0.00966,ok
clang-chonk,bfs,kron22,64,34,0.01143,ok
clang-plain,bfs,kron22,64,35,0.00988,ok
clang-plainje,bfs,kron22,64,35,0.00830,ok
clang-chonk,bfs,kron22,64,35,0.01114,ok
clang-plain,bfs,kron22,64,36,0.00938,ok
clang-plainje,bfs,kron22,64,36,0.01003,ok
clang-chonk,bfs,kron22,64,36,0.00973,ok
clang-plain,bfs,kron22,64,37,0.00945,ok
clang-plainje,bfs,kron22,64,37,0.01281,ok
clang-chonk,bfs,kron22,64,37,0.01079,ok
clang-plain,bfs,kron22,64,38,0.00898,ok
clang-plainje,bfs,kron22,64,38,0.01000,ok
clang-chonk,bfs,kron22,64,38,0.00913,ok
clang-plain,bfs,kron22,64,39,0.00922,ok
clang-plainje,bfs,kron22,64,39,0.00837,ok
clang-chonk,bfs,kron22,64,39,0.00853,ok
clang-plain,bfs,kron22,64,40,0.00861,ok
clang-plainje,bfs,kron22,64,40,0.01292,ok
clang-chonk,bfs,kron22,64,40,0.00861,ok
clang-plain,bfs,kron22,64,41,0.00822,ok
clang-plainje,bfs,kron22,64,41,0.00825,ok
clang-chonk,bfs,kron22,64,41,0.00987,ok
clang-plain,bfs,kron22,64,42,0.01084,ok
clang-plainje,bfs,kron22,64,42,0.00924,ok
clang-chonk,bfs,kron22,64,42,0.00904,ok
clang-plain,bfs,kron22,64,43,0.00797,ok
clang-plainje,bfs,kron22,64,43,0.00955,ok
clang-chonk,bfs,kron22,64,43,0.01015,ok
clang-plain,bfs,kron22,64,44,0.01057,ok
clang-plainje,bfs,kron22,64,44,0.01289,ok
clang-chonk,bfs,kron22,64,44,0.00859,ok
clang-plain,bfs,kron22,64,45,0.00810,ok
clang-plainje,bfs,kron22,64,45,0.01388,ok
clang-chonk,bfs,kron22,64,45,0.00894,ok
clang-plain,bfs,kron22,64,46,0.00972,ok
clang-plainje,bfs,kron22,64,46,0.01264,ok
clang-chonk,bfs,kron22,64,46,0.00990,ok
clang-plain,bfs,kron22,64,47,0.01044,ok
clang-plainje,bfs,kron22,64,47,0.00874,ok
clang-chonk,bfs,kron22,64,47,0.00840,ok
clang-plain,bfs,kron22,64,48,0.01190,ok
clang-plainje,bfs,kron22,64,48,0.01087,ok
clang-chonk,bfs,kron22,64,48,0.00930,ok
clang-plain,bfs,kron22,64,49,0.00983,ok
clang-plainje,bfs,kron22,64,49,0.00860,ok
clang-chonk,bfs,kron22,64,49,0.00989,ok
clang-plain,bfs,kron22,64,50,0.00992,ok
clang-plainje,bfs,kron22,64,50,0.00900,ok
clang-chonk,bfs,kron22,64,50,0.00868,ok
clang-plain,cc,kron22,64,1,0.01310,ok
clang-plainje,cc,kron22,64,1,0.01078,ok
clang-chonk,cc,kron22,64,1,0.01106,ok
clang-plain,cc,kron22,64,2,0.01223,ok
clang-plainje,cc,kron22,64,2,0.01582,ok
clang-chonk,cc,kron22,64,2,0.01616,ok
clang-plain,cc,kron22,64,3,0.01058,ok
clang-plainje,cc,kron22,64,3,0.01152,ok
clang-chonk,cc,kron22,64,3,0.01097,ok
clang-plain,cc,kron22,64,4,0.01315,ok
clang-plainje,cc,kron22,64,4,0.01680,ok
clang-chonk,cc,kron22,64,4,0.01164,ok
clang-plain,cc,kron22,64,5,0.01650,ok
clang-plainje,cc,kron22,64,5,0.01171,ok
clang-chonk,cc,kron22,64,5,0.01152,ok
clang-plain,cc,kron22,64,6,0.01178,ok
clang-plainje,cc,kron22,64,6,0.01228,ok
clang-chonk,cc,kron22,64,6,0.01092,ok
clang-plain,cc,kron22,64,7,0.01187,ok
clang-plainje,cc,kron22,64,7,0.01871,ok
clang-chonk,cc,kron22,64,7,0.01127,ok
clang-plain,cc,kron22,64,8,0.01198,ok
clang-plainje,cc,kron22,64,8,0.01158,ok
clang-chonk,cc,kron22,64,8,0.02166,ok
